age,annual_income,employment_type,education,loan_amount,interest_rate_pct,term_months,credit_score,num_open_accounts,delinquency_30d,residence_type,Default
41,45500.0,Self-Employed,Masters,12010.0,6.260000000000001,36,705.0,5,No,Own,0
36,41464.0,Self-Employed,Bachelors,16988.0,13.95,60,826.0,5,No,Rent,0
65,104927.0,Salaried,HS,9384.0,11.1,36,761.0,4,No,Rent,0
23,44063.0,Self-Employed,HS,26274.0,6.08,60,628.0,3,No,Rent,0
37,25020.0,Self-Employed,Masters,3491.0,4.53,48,794.0,2,No,Mortgage,0
28,36783.0,Salaried,Bachelors,5518.0,11.11,60,635.0,4,No,Own,0
53,58352.0,Self-Employed,Bachelors,10312.0,3.6,48,774.0,1,No,Own,0
55,41615.0,Salaried,Masters,3261.0,8.32,36,747.0,1,No,Own,0
69,16536.0,Salaried,Masters,8045.0,5.050000000000001,36,628.0,7,No,Mortgage,0
51,38456.0,Salaried,HS,16513.0,10.48,36,633.0,8,No,Own,1
62,36913.0,Salaried,Bachelors,4484.0,9.01,48,690.0,4,No,Rent,0
45,51765.0,Salaried,HS,14661.0,7.66,60,830.0,5,No,Own,0
35,36496.0,Salaried,HS,10865.0,8.14,60,656.0,2,No,Rent,0
28,21703.0,Salaried,Masters,5937.0,13.69,36,763.0,8,No,Mortgage,0
50,41795.0,Salaried,Masters,5419.0,8.790000000000001,24,817.0,3,No,Rent,0
42,39586.0,Salaried,HS,20454.0,6.79,72,580.0,5,Yes,Mortgage,1
58,36073.0,Salaried,Masters,6760.0,13.41,60,741.0,5,No,Own,0
30,53381.0,Salaried,HS,3746.0,3.22,48,499.0,8,No,Own,0
64,54934.0,Self-Employed,Masters,17254.0,6.25,36,796.0,4,No,Mortgage,0
45,27427.0,Unemployed,Masters,12836.0,12.54,60,716.0,2,No,Mortgage,0
41,34177.0,Salaried,HS,9240.0,7.970000000000001,72,700.0,3,No,Rent,0
56,22157.0,Salaried,Bachelors,3717.0,13.69,24,799.0,5,No,Own,0
72,25914.0,Salaried,Masters,18963.0,9.86,48,685.0,1,No,Own,0
52,36989.0,Salaried,HS,9011.0,11.47,48,716.0,3,No,Mortgage,1
42,36814.0,Salaried,Bachelors,6148.0,8.110000000000001,24,628.0,4,No,Own,0
31,27407.0,Self-Employed,Masters,6320.0,7.300000000000001,60,733.0,5,No,Rent,0
22,28238.0,Salaried,HS,14508.0,9.86,60,545.0,2,Yes,Rent,1
70,36383.0,Salaried,Masters,8718.0,8.09,60,677.0,6,Yes,Rent,0
50,21684.0,Salaried,PhD,4149.0,7.03,36,655.0,4,Yes,Own,0
70,37154.0,Salaried,HS,7990.0,7.65,60,646.0,3,No,Rent,0
23,35496.0,Salaried,HS,13975.0,10.2,48,684.0,4,No,Rent,1
38,23851.0,Salaried,HS,9995.0,16.04,72,632.0,4,No,Own,1
62,67851.0,Salaried,Bachelors,11012.0,10.53,24,669.0,3,No,Rent,0
39,72599.0,Unemployed,Bachelors,4937.0,14.15,24,695.0,5,No,Rent,0
51,57930.0,Self-Employed,HS,10024.0,11.35,48,542.0,5,No,Own,1
25,25905.0,Salaried,HS,8487.0,11.26,60,622.0,8,No,Mortgage,1
43,61367.0,Salaried,Masters,4063.0,11.65,48,764.0,4,No,Own,0
37,23220.0,Salaried,Masters,5869.0,8.780000000000001,36,668.0,4,Yes,Own,0
46,30522.0,Salaried,Bachelors,12336.0,5.66,72,616.0,3,No,Own,0
68,32362.0,Salaried,Masters,10138.0,12.24,24,811.0,9,No,Own,0
39,88878.0,Self-Employed,Bachelors,7664.0,7.0600000000000005,48,617.0,2,No,Own,0
60,52176.0,Salaried,Masters,22797.0,11.39,48,417.0,3,Yes,Rent,1
70,66859.0,Salaried,HS,6147.0,11.75,60,689.0,8,No,Rent,0
23,31134.0,Salaried,PhD,9009.0,11.59,48,705.0,3,No,Rent,0
41,63274.0,Self-Employed,Bachelors,10186.0,6.680000000000001,48,807.0,4,Yes,Mortgage,0
38,24895.0,Salaried,Bachelors,13099.0,6.71,36,641.0,3,No,Own,0
52,32018.0,Salaried,Bachelors,5689.0,15.45,48,702.0,5,No,Mortgage,1
50,21634.0,Salaried,HS,4333.0,11.93,72,607.0,3,No,Mortgage,0
58,23501.0,Self-Employed,Bachelors,21910.0,9.65,60,583.0,9,No,Rent,1
39,43753.0,Self-Employed,HS,8027.0,11.25,48,662.0,1,No,Rent,1
61,39404.0,Salaried,Bachelors,4332.0,7.65,36,822.0,5,No,Mortgage,0
54,21405.0,Salaried,Bachelors,12385.0,5.36,24,608.0,7,No,Own,0
70,21087.0,Salaried,PhD,9186.0,10.75,36,647.0,5,No,Rent,1
43,11392.0,Salaried,Masters,17819.0,6.86,36,622.0,8,No,Own,1
42,42956.0,Salaried,Masters,2881.0,11.0,36,763.0,7,No,Own,0
49,17318.0,Unemployed,Bachelors,18589.0,10.46,36,668.0,10,No,Rent,0
25,99381.0,Salaried,Bachelors,6395.0,9.28,72,700.0,2,No,Rent,0
24,62416.0,Salaried,HS,14317.0,11.61,36,682.0,8,No,Mortgage,0
51,13980.0,Salaried,Masters,4305.0,16.029999999999998,36,606.0,4,No,Rent,0
38,38860.0,Self-Employed,HS,23542.0,12.54,36,591.0,2,Yes,Rent,1
45,23846.0,Salaried,HS,16010.0,8.85,24,659.0,4,No,Own,0
64,71410.0,Salaried,Bachelors,3768.0,10.96,24,785.0,8,No,Rent,0
72,20806.0,Salaried,HS,7965.0,7.78,60,602.0,4,No,Rent,1
44,46758.0,Self-Employed,Masters,4575.0,11.15,24,656.0,6,No,Rent,0
49,10584.0,Self-Employed,HS,6270.0,8.31,24,548.0,4,No,Own,1
50,38478.0,Salaried,Masters,5161.0,5.380000000000001,36,739.0,3,No,Rent,0
48,46112.0,Salaried,Bachelors,18111.0,5.050000000000001,72,650.0,2,No,Rent,0
62,91301.0,Salaried,Bachelors,9838.0,13.11,48,720.0,2,No,Rent,0
59,23221.0,Salaried,Bachelors,4996.0,6.220000000000001,60,693.0,3,No,Own,0
50,90164.0,Salaried,Bachelors,33920.0,8.34,36,600.0,3,No,Mortgage,0
51,31620.0,Unemployed,Bachelors,14647.0,7.32,60,605.0,1,No,Rent,0
59,84198.0,Salaried,PhD,12001.0,9.68,60,771.0,5,Yes,Rent,0
66,38557.0,Self-Employed,Bachelors,3355.0,8.58,48,810.0,6,No,Rent,0
43,105451.0,Self-Employed,PhD,17568.0,3.52,36,692.0,6,No,Own,0
24,20784.0,Salaried,HS,5981.0,17.279999999999998,36,696.0,7,No,Mortgage,1
54,10758.0,Self-Employed,Bachelors,17826.0,4.08,36,797.0,3,No,Own,0
44,10396.0,Salaried,Masters,3792.0,7.69,72,699.0,5,Yes,Own,1
39,13903.0,Self-Employed,Bachelors,10805.0,10.47,48,599.0,8,Yes,Rent,1
51,52196.0,Salaried,HS,23190.0,4.33,36,495.0,11,No,Rent,1
37,61605.0,Self-Employed,Bachelors,6675.0,5.71,48,753.0,5,No,Rent,0
25,34439.0,Salaried,Bachelors,2569.0,7.300000000000001,24,702.0,3,No,Own,0
35,40292.0,Salaried,Masters,3062.0,11.36,48,615.0,3,No,Mortgage,0
48,49464.0,Self-Employed,Bachelors,26846.0,11.07,48,672.0,1,No,Mortgage,1
58,40629.0,Salaried,HS,9647.0,7.1000000000000005,48,711.0,5,No,Rent,0
24,36208.0,Self-Employed,HS,11589.0,5.82,48,744.0,14,No,Rent,0
58,24721.0,Unemployed,HS,9309.0,8.870000000000001,72,753.0,7,No,Rent,0
39,36580.0,Self-Employed,HS,9432.0,7.530000000000001,48,743.0,3,No,Rent,0
29,21741.0,Salaried,Bachelors,4536.0,15.32,60,557.0,6,No,Rent,1
53,105768.0,Salaried,HS,27277.0,5.130000000000001,36,700.0,6,No,Own,0
25,36298.0,Self-Employed,Bachelors,12258.0,11.77,60,666.0,3,No,Rent,0
56,23188.0,Salaried,Bachelors,6619.0,9.47,48,762.0,4,Yes,Rent,0
43,20896.0,Self-Employed,Masters,13702.0,10.38,36,575.0,4,No,Own,1
21,22214.0,Self-Employed,Bachelors,8039.0,8.92,72,781.0,4,No,Own,0
42,24140.0,Unemployed,Masters,7539.0,4.8100000000000005,60,653.0,6,No,Rent,0
32,58173.0,Self-Employed,Bachelors,7118.0,5.91,24,623.0,2,No,Own,0
62,60418.0,Salaried,HS,10543.0,12.79,36,651.0,0,No,Rent,0
54,68915.0,Salaried,Masters,8858.0,10.88,36,744.0,4,No,Rent,0
69,36470.0,Self-Employed,Masters,4641.0,11.4,72,711.0,5,No,Rent,0
46,75813.0,Salaried,PhD,23618.0,8.0,36,744.0,3,No,Rent,0
32,34556.0,Self-Employed,HS,2531.0,9.37,48,666.0,5,No,Mortgage,0
41,55324.0,Self-Employed,HS,3259.0,9.2,60,690.0,3,No,Own,0
47,17548.0,Salaried,Bachelors,9651.0,9.71,24,447.0,5,Yes,Rent,1
28,48303.0,Self-Employed,Bachelors,8136.0,15.38,36,669.0,5,No,Rent,0
61,67495.0,Salaried,HS,12966.0,11.9,48,642.0,2,No,Mortgage,1
43,54856.0,Salaried,HS,9352.0,9.52,60,777.0,6,No,Rent,0
35,19918.0,Salaried,HS,8218.0,16.99,36,630.0,7,No,Own,1
44,24555.0,Self-Employed,HS,3039.0,13.97,72,767.0,6,No,Own,0
36,20574.0,Salaried,HS,4437.0,3.36,36,755.0,4,No,Mortgage,0
70,43073.0,Salaried,Bachelors,14585.0,7.9,24,675.0,8,No,Rent,1
67,16834.0,Self-Employed,HS,7616.0,10.3,48,653.0,5,No,Rent,0
28,73340.0,Salaried,Masters,14653.0,6.8100000000000005,48,820.0,6,No,Own,0
37,28066.0,Salaried,HS,1849.0,8.01,48,627.0,7,No,Own,0
64,45210.0,Self-Employed,HS,5465.0,9.48,48,761.0,3,No,Mortgage,0
72,32773.0,Self-Employed,Bachelors,8080.0,12.1,36,610.0,5,No,Rent,1
45,34878.0,Unemployed,Bachelors,5027.0,8.43,72,694.0,5,No,Own,0
32,49067.0,Self-Employed,HS,2001.0,13.65,36,772.0,3,No,Rent,0
32,55239.0,Salaried,HS,1884.0,8.38,60,662.0,7,No,Rent,0
28,41512.0,Salaried,Bachelors,5248.0,9.94,24,619.0,5,No,Mortgage,0
21,25868.0,Salaried,HS,3152.0,10.9,60,710.0,4,No,Mortgage,0
48,33601.0,Self-Employed,HS,1684.0,7.75,36,719.0,1,No,Own,0
22,29410.0,Salaried,HS,5224.0,9.41,36,515.0,4,No,Rent,1
33,113206.0,Self-Employed,HS,4527.0,12.76,48,571.0,1,No,Rent,0
38,64484.0,Salaried,HS,22743.0,8.120000000000001,48,700.0,4,No,Rent,0
47,33415.0,Salaried,Bachelors,4209.0,5.2700000000000005,48,781.0,0,No,Own,0
37,9412.0,Unemployed,HS,26682.0,9.9,60,740.0,2,No,Rent,1
62,34520.0,Salaried,Masters,12755.0,9.58,36,773.0,5,No,Rent,0
59,11370.0,Salaried,PhD,4122.0,12.56,36,732.0,6,No,Mortgage,0
73,13208.0,Salaried,HS,4925.0,9.55,60,565.0,2,No,Own,0
44,16520.0,Unemployed,PhD,20149.0,11.26,48,702.0,1,No,Own,1
28,61733.0,Salaried,Bachelors,3947.0,7.950000000000001,24,784.0,3,No,Own,0
54,14693.0,Self-Employed,Masters,5495.0,8.68,72,537.0,7,No,Own,1
33,58177.0,Salaried,Bachelors,21593.0,6.71,48,686.0,8,No,Mortgage,0
56,41986.0,Salaried,Masters,8161.0,9.21,60,602.0,8,No,Rent,1
65,31488.0,Self-Employed,HS,11744.0,10.2,72,687.0,5,No,Rent,0
66,59366.0,Unemployed,Bachelors,3546.0,9.55,48,645.0,6,No,Own,0
38,44909.0,Unemployed,Masters,17143.0,8.12,36,515.0,5,No,Rent,1
73,83609.0,Salaried,Masters,7357.0,9.96,48,648.0,5,No,Rent,0
35,42035.0,Self-Employed,Masters,7052.0,8.26,24,720.0,4,No,Rent,0
31,24530.0,Salaried,Bachelors,5300.0,10.88,60,730.0,1,No,Own,0
37,44888.0,Salaried,HS,3980.0,11.15,24,769.0,7,No,Mortgage,0
29,95448.0,Unemployed,Bachelors,21188.0,5.42,48,674.0,5,No,Mortgage,0
57,37073.0,Salaried,Masters,11803.0,11.12,48,658.0,3,No,Own,0
63,75926.0,Salaried,HS,6829.0,6.36,24,783.0,6,No,Own,0
32,63474.0,Salaried,HS,12155.0,9.99,24,647.0,4,No,Own,0
59,14403.0,Salaried,Masters,9157.0,6.7,48,696.0,4,No,Rent,0
28,79138.0,Self-Employed,Bachelors,4920.0,7.550000000000001,36,718.0,2,Yes,Own,0
68,66746.0,Unemployed,HS,4182.0,11.55,48,696.0,5,No,Own,0
43,20601.0,Self-Employed,Bachelors,17593.0,13.26,36,554.0,4,No,Rent,1
39,87236.0,Self-Employed,Masters,2257.0,11.45,48,673.0,8,No,Rent,0
63,29914.0,Salaried,Bachelors,12137.0,6.41,36,698.0,5,Yes,Rent,0
28,61254.0,Salaried,Masters,6665.0,2.71,48,742.0,6,No,Mortgage,0
45,132469.0,Salaried,Bachelors,11004.0,12.74,72,642.0,3,No,Own,0
49,35679.0,Salaried,PhD,2841.0,7.540000000000001,36,825.0,4,Yes,Mortgage,0
26,76249.0,Salaried,Bachelors,8411.0,7.48,48,691.0,6,No,Rent,0
36,49606.0,Salaried,Masters,2691.0,2.35,36,657.0,7,No,Mortgage,0
72,33408.0,Unemployed,Masters,9749.0,2.4,60,723.0,2,No,Mortgage,0
68,73799.0,Salaried,HS,15525.0,15.1,72,611.0,6,No,Rent,1
38,36132.0,Self-Employed,HS,9481.0,5.96,48,583.0,5,No,Mortgage,0
44,52311.0,Salaried,HS,12833.0,13.02,48,604.0,5,No,Rent,1
49,40305.0,Self-Employed,Bachelors,8334.0,6.640000000000001,36,617.0,3,No,Own,0
69,89765.0,Salaried,Bachelors,23970.0,5.19,60,653.0,3,No,Own,0
26,35631.0,Salaried,Bachelors,4251.0,9.61,48,655.0,3,No,Rent,0
44,99462.0,Self-Employed,HS,23516.0,13.07,60,736.0,4,No,Mortgage,0
34,23043.0,Salaried,Masters,6589.0,4.06,36,570.0,5,No,Rent,1
42,21675.0,Salaried,Bachelors,4587.0,4.17,24,600.0,8,No,Rent,0
21,39428.0,Salaried,PhD,7987.0,16.81,36,646.0,3,No,Rent,1
37,52630.0,Self-Employed,Bachelors,6156.0,8.66,36,692.0,2,No,Own,0
58,115884.0,Salaried,HS,8746.0,6.390000000000001,60,595.0,3,Yes,Own,0
21,119910.0,Salaried,Bachelors,2018.0,7.800000000000001,24,756.0,6,Yes,Own,0
68,39814.0,Salaried,Bachelors,10562.0,8.22,24,682.0,9,No,Mortgage,0
64,64260.0,Self-Employed,Masters,15475.0,7.16,36,798.0,1,No,Mortgage,0
22,43194.0,Salaried,HS,18640.0,3.7,60,630.0,3,No,Mortgage,0
61,48953.0,Salaried,Masters,13660.0,7.25,60,688.0,4,No,Rent,0
43,22331.0,Salaried,Bachelors,10077.0,6.82,24,731.0,3,No,Own,0
45,37139.0,Salaried,HS,3957.0,10.79,36,750.0,7,No,Rent,0
28,70726.0,Self-Employed,Bachelors,5591.0,5.140000000000001,48,654.0,2,No,Mortgage,0
26,35693.0,Salaried,Masters,5302.0,6.550000000000001,60,578.0,5,No,Own,0
64,30529.0,Salaried,Bachelors,8185.0,10.76,72,608.0,3,No,Rent,0
26,21910.0,Salaried,Bachelors,23824.0,11.239999999999998,60,602.0,7,No,Mortgage,1
72,31617.0,Salaried,Bachelors,10209.0,8.92,36,718.0,4,No,Own,0
27,19981.0,Salaried,Masters,8508.0,16.119999999999997,48,606.0,3,Yes,Rent,0
39,29216.0,Salaried,Bachelors,6929.0,8.79,60,504.0,5,No,Mortgage,1
60,66718.0,Self-Employed,HS,8665.0,7.2,72,645.0,5,Yes,Rent,1
32,86280.0,Salaried,Masters,5722.0,8.16,36,795.0,5,No,Rent,0
41,81016.0,Self-Employed,Bachelors,6054.0,11.92,24,630.0,5,Yes,Own,0
67,11041.0,Salaried,HS,5546.0,7.090000000000001,48,751.0,1,No,Own,0
30,43296.0,Salaried,Masters,6754.0,8.44,36,591.0,4,No,Own,0
65,46931.0,Salaried,Bachelors,21933.0,13.1,60,596.0,3,No,Rent,0
45,24414.0,Self-Employed,Masters,21118.0,7.33,36,669.0,3,No,Own,0
31,43380.0,Salaried,PhD,11346.0,5.390000000000001,36,711.0,2,Yes,Own,0
35,51224.0,Self-Employed,HS,10215.0,9.73,36,761.0,2,Yes,Mortgage,0
57,29373.0,Salaried,HS,7664.0,6.380000000000001,60,806.0,4,No,Rent,0
71,87156.0,Salaried,HS,12542.0,7.960000000000001,36,744.0,8,Yes,Rent,0
31,32579.0,Self-Employed,Bachelors,5476.0,9.23,72,741.0,0,Yes,Own,0
47,43094.0,Salaried,HS,14998.0,14.6,36,673.0,4,No,Own,1
23,21471.0,Salaried,Bachelors,11741.0,12.09,24,740.0,2,No,Mortgage,0
62,78096.0,Salaried,HS,11465.0,13.37,72,706.0,3,No,Rent,0
35,49854.0,Salaried,Bachelors,17413.0,9.69,36,586.0,3,No,Mortgage,0
52,27679.0,Salaried,Bachelors,2035.0,3.98,36,732.0,4,No,Mortgage,0
29,54055.0,Salaried,Masters,14718.0,7.91,36,652.0,4,No,Rent,0
65,47123.0,Salaried,Masters,10439.0,11.32,72,739.0,4,No,Rent,0
22,67394.0,Self-Employed,Masters,5193.0,1.9,60,579.0,4,No,Own,0
32,29513.0,Self-Employed,HS,7575.0,9.56,36,583.0,5,No,Rent,0
28,69160.0,Salaried,HS,6287.0,10.38,60,756.0,4,No,Mortgage,0
47,27890.0,Self-Employed,HS,11870.0,13.08,60,601.0,4,No,Rent,0
36,25381.0,Salaried,Bachelors,8252.0,7.880000000000001,36,787.0,4,No,Own,0
54,30892.0,Salaried,Bachelors,5095.0,6.08,60,801.0,3,No,Mortgage,0
54,53297.0,Self-Employed,Masters,21494.0,14.46,36,697.0,6,No,Own,0
63,21140.0,Salaried,Bachelors,9425.0,7.59,60,700.0,5,No,Own,0
28,63384.0,Salaried,PhD,19699.0,9.94,36,727.0,8,No,Own,1
53,23867.0,Self-Employed,HS,14374.0,12.42,24,675.0,1,No,Own,0
38,14834.0,Salaried,Masters,13507.0,7.07,60,649.0,7,No,Own,0
25,25328.0,Self-Employed,HS,33048.0,6.76,36,618.0,1,No,Own,1
64,19690.0,Unemployed,Bachelors,13590.0,14.76,36,486.0,5,Yes,Own,1
45,29018.0,Salaried,HS,10463.0,4.090000000000001,36,642.0,6,No,Rent,0
61,45715.0,Unemployed,HS,6011.0,15.51,36,565.0,1,No,Rent,1
24,18144.0,Salaried,Bachelors,27561.0,8.41,60,620.0,3,Yes,Own,1
71,32785.0,Salaried,HS,11203.0,10.41,36,640.0,4,No,Mortgage,0
67,50926.0,Salaried,HS,4874.0,6.510000000000001,36,632.0,5,No,Own,0
47,16238.0,Self-Employed,Bachelors,6127.0,8.66,48,601.0,4,No,Mortgage,0
21,30333.0,Self-Employed,Bachelors,8313.0,12.05,72,818.0,6,No,Mortgage,0
24,58190.0,Salaried,Masters,14482.0,12.13,60,691.0,5,No,Mortgage,0
39,37354.0,Salaried,Masters,3709.0,10.32,72,713.0,3,Yes,Own,0
58,41534.0,Salaried,HS,3077.0,3.56,24,689.0,8,No,Rent,0
73,20595.0,Salaried,Bachelors,12216.0,6.4,48,628.0,6,No,Own,0
30,59388.0,Self-Employed,Bachelors,12734.0,6.04,60,667.0,3,No,Mortgage,0
59,62169.0,Salaried,Masters,21837.0,10.21,48,492.0,2,No,Rent,1
36,24827.0,Salaried,Bachelors,6173.0,9.11,72,630.0,3,No,Mortgage,1
45,72924.0,Salaried,HS,4828.0,4.82,60,553.0,8,No,Own,0
46,44984.0,Self-Employed,Bachelors,18439.0,10.75,72,600.0,5,No,Rent,0
44,46605.0,Salaried,PhD,14750.0,13.18,60,600.0,4,No,Rent,1
21,39538.0,Self-Employed,Bachelors,10943.0,8.67,48,698.0,3,No,Rent,0
43,52659.0,Salaried,HS,12590.0,7.780000000000001,60,763.0,5,No,Mortgage,0
51,111118.0,Salaried,HS,35800.0,12.09,72,717.0,11,Yes,Own,0
50,24285.0,Salaried,Bachelors,21631.0,14.72,36,638.0,5,No,Own,1
57,22653.0,Salaried,PhD,13999.0,9.81,48,719.0,4,Yes,Mortgage,0
59,47789.0,Salaried,HS,3759.0,16.369999999999997,48,781.0,8,Yes,Rent,0
41,27036.0,Self-Employed,Bachelors,13416.0,6.54,48,741.0,9,No,Mortgage,0
62,43728.0,Salaried,Masters,17333.0,13.15,60,695.0,4,No,Rent,0
22,64514.0,Salaried,Bachelors,5940.0,15.11,60,771.0,5,No,Own,0
38,32807.0,Salaried,HS,7560.0,7.74,36,805.0,7,No,Mortgage,0
45,20276.0,Self-Employed,Masters,4153.0,10.15,36,605.0,5,No,Rent,0
39,45264.0,Salaried,HS,9754.0,11.09,24,691.0,7,No,Rent,1
40,66647.0,Self-Employed,Bachelors,15029.0,7.82,60,757.0,2,No,Own,0
41,38746.0,Salaried,Bachelors,8973.0,9.94,60,808.0,6,No,Mortgage,0
71,37482.0,Salaried,Masters,6213.0,5.53,60,632.0,1,No,Rent,0
55,78559.0,Unemployed,Masters,12986.0,14.68,48,733.0,2,No,Rent,1
73,48572.0,Self-Employed,HS,6090.0,11.3,60,611.0,6,No,Own,0
52,57802.0,Salaried,HS,7130.0,13.89,36,676.0,7,Yes,Mortgage,0
56,47138.0,Salaried,Masters,6976.0,8.09,24,722.0,6,Yes,Own,1
48,45277.0,Self-Employed,Bachelors,19654.0,12.0,36,700.0,5,No,Own,1
45,41577.0,Salaried,HS,6335.0,14.92,36,630.0,5,No,Mortgage,1
32,25330.0,Salaried,HS,7722.0,8.860000000000001,24,681.0,2,No,Mortgage,0
64,70271.0,Self-Employed,HS,6690.0,7.51,24,693.0,3,No,Own,0
46,30669.0,Self-Employed,Bachelors,5128.0,9.27,36,746.0,2,No,Own,0
37,44161.0,Salaried,Bachelors,22495.0,13.84,36,598.0,6,No,Rent,1
51,15721.0,Salaried,Bachelors,6439.0,12.34,72,817.0,5,No,Rent,0
44,15438.0,Self-Employed,Bachelors,21425.0,12.03,72,689.0,7,No,Rent,1
38,22712.0,Salaried,HS,17910.0,10.65,36,637.0,2,No,Mortgage,1
70,36159.0,Salaried,Bachelors,12247.0,8.06,36,705.0,5,No,Rent,0
32,27953.0,Salaried,Masters,5318.0,6.83,60,648.0,5,No,Rent,0
56,70324.0,Unemployed,HS,10753.0,5.470000000000001,48,644.0,4,Yes,Rent,0
50,39422.0,Salaried,Masters,9120.0,12.41,36,678.0,7,No,Mortgage,0
31,37944.0,Salaried,HS,8874.0,11.25,60,645.0,5,No,Rent,0
33,46378.0,Salaried,Bachelors,4109.0,12.82,72,834.0,5,No,Own,0
63,39455.0,Salaried,Bachelors,6124.0,4.16,36,780.0,5,No,Mortgage,0
49,61595.0,Self-Employed,Bachelors,41672.0,12.3,48,575.0,6,No,Rent,1
55,17659.0,Salaried,HS,11851.0,10.62,36,640.0,3,No,Own,1
40,35850.0,Unemployed,Masters,13365.0,11.39,48,695.0,4,Yes,Rent,0
56,44378.0,Salaried,Bachelors,13247.0,14.01,60,573.0,1,No,Rent,0
35,40781.0,Salaried,HS,4962.0,11.21,24,610.0,5,No,Own,0
53,30227.0,Salaried,Bachelors,7904.0,11.53,60,704.0,3,No,Mortgage,0
36,26614.0,Self-Employed,Bachelors,6794.0,9.93,36,560.0,5,No,Rent,1
73,75603.0,Salaried,Bachelors,5398.0,11.18,48,707.0,9,No,Rent,0
21,28982.0,Self-Employed,Masters,3561.0,6.180000000000001,72,680.0,4,No,Own,1
25,58359.0,Unemployed,PhD,13658.0,3.4599999999999995,48,737.0,8,No,Own,0
73,28700.0,Unemployed,Masters,26098.0,5.05,60,672.0,5,Yes,Rent,1
54,31539.0,Salaried,HS,1989.0,10.45,36,613.0,2,No,Rent,0
40,30611.0,Salaried,Bachelors,4415.0,7.17,48,786.0,6,No,Rent,0
47,46179.0,Self-Employed,PhD,10501.0,8.98,60,766.0,2,No,Mortgage,0
24,17866.0,Salaried,HS,19220.0,6.08,24,669.0,5,No,Own,1
63,23068.0,Self-Employed,HS,5633.0,8.49,72,725.0,2,No,Rent,0
59,64350.0,Salaried,Bachelors,6944.0,6.28,36,850.0,7,No,Rent,0
70,18435.0,Self-Employed,Bachelors,22314.0,3.7,36,629.0,7,No,Mortgage,1
23,28931.0,Self-Employed,HS,12082.0,11.98,36,591.0,8,No,Rent,1
30,51709.0,Salaried,HS,14792.0,10.45,72,557.0,8,No,Own,1
64,43159.0,Self-Employed,Bachelors,8016.0,8.75,48,488.0,8,No,Own,1
60,24575.0,Salaried,Bachelors,7340.0,16.15,36,614.0,6,No,Rent,1
23,31298.0,Salaried,Masters,2996.0,12.39,36,676.0,5,No,Own,0
74,32377.0,Self-Employed,Masters,7674.0,9.58,48,691.0,3,No,Own,0
22,46437.0,Self-Employed,Masters,4480.0,4.9,24,622.0,3,No,Mortgage,0
38,72093.0,Salaried,Bachelors,9447.0,6.37,72,672.0,3,No,Own,0
43,66564.0,Salaried,Bachelors,9011.0,10.23,60,654.0,6,No,Mortgage,0
53,43388.0,Self-Employed,PhD,37538.0,12.94,36,662.0,6,No,Rent,1
68,38653.0,Salaried,Masters,5096.0,2.72,24,770.0,9,No,Rent,0
46,35561.0,Salaried,HS,23445.0,11.59,24,627.0,1,No,Rent,0
55,100781.0,Salaried,Bachelors,18142.0,14.16,72,625.0,4,No,Mortgage,1
44,60523.0,Salaried,Masters,8694.0,6.73,24,577.0,1,No,Own,0
53,21216.0,Salaried,Masters,2327.0,7.800000000000001,36,730.0,2,No,Mortgage,0
40,33776.0,Salaried,HS,9741.0,10.739999999999998,48,614.0,1,No,Rent,1
23,29969.0,Self-Employed,Masters,32851.0,9.46,60,582.0,3,No,Rent,1
48,25169.0,Salaried,HS,8312.0,11.66,36,634.0,4,No,Own,0
29,118229.0,Salaried,Bachelors,18539.0,5.45,60,723.0,0,No,Own,0
65,48308.0,Salaried,Masters,13212.0,8.81,60,657.0,3,No,Own,0
24,26824.0,Salaried,Masters,13227.0,10.14,48,652.0,3,No,Mortgage,0
24,39529.0,Unemployed,Bachelors,13021.0,10.61,48,796.0,4,No,Mortgage,0
71,46641.0,Salaried,HS,8412.0,10.79,48,633.0,3,No,Mortgage,0
25,44711.0,Self-Employed,Masters,8178.0,9.75,24,677.0,1,No,Rent,0
65,64144.0,Salaried,HS,3143.0,4.45,48,590.0,1,No,Mortgage,0
54,44446.0,Salaried,Bachelors,4827.0,5.94,48,782.0,5,Yes,Own,0
55,21862.0,Salaried,Masters,8682.0,11.32,48,613.0,4,No,Rent,0
70,28766.0,Self-Employed,Bachelors,8925.0,1.91,60,679.0,5,No,Own,0
74,31313.0,Self-Employed,Bachelors,36605.0,10.61,60,825.0,3,No,Own,0
25,42372.0,Salaried,Bachelors,9909.0,8.66,48,730.0,3,No,Rent,0
42,27855.0,Salaried,Masters,4472.0,12.07,36,757.0,3,No,Rent,0
68,42324.0,Salaried,Masters,9166.0,9.47,60,610.0,8,No,Own,1
41,19993.0,Salaried,Bachelors,17456.0,10.25,60,536.0,3,No,Rent,1
69,26581.0,Salaried,Masters,4555.0,6.69,60,742.0,11,No,Own,0
30,46719.0,Salaried,Masters,7742.0,13.37,60,534.0,5,No,Rent,1
30,74767.0,Salaried,Bachelors,2782.0,7.720000000000001,36,615.0,2,No,Mortgage,0
52,110920.0,Salaried,Bachelors,14443.0,10.32,72,684.0,6,No,Rent,0
35,27128.0,Unemployed,Bachelors,8094.0,6.94,36,677.0,3,No,Own,1
40,87832.0,Salaried,HS,30784.0,9.26,36,742.0,3,No,Own,0
61,48552.0,Unemployed,Bachelors,6258.0,6.220000000000001,48,601.0,7,No,Rent,0
